ISBN,Book-Title,Book-Author,Publisher,Genre,combined_features
006053429X,Couldn't Keep It to Myself : Testimonies from Our Imprisoned Sisters,Wally Lamb,Regan Books,,Couldn't Keep It to Myself : Testimonies from Our Imprisoned Sisters Wally Lamb Regan Books 
345439244,Remembering Blue (Ballantine Reader's Circle),Connie May Fowler,Ballantine Books,,Remembering Blue (Ballantine Reader's Circle) Connie May Fowler Ballantine Books 
446360716,Shadows of Yesterday,Sandra Brown,Warner Books,,Shadows of Yesterday Sandra Brown Warner Books 
345439155,The Outside of August,JOANNA HERSHON,Ballantine Books,,The Outside of August JOANNA HERSHON Ballantine Books 
031020707X,Never Again Good-bye,Terri Blackstock,Zondervan Publishing Company,,Never Again Good-bye Terri Blackstock Zondervan Publishing Company 
786868139,The Snow Garden: A Novel,Christopher Rice,Miramax,,The Snow Garden: A Novel Christopher Rice Miramax 
312988249,Compulsion (Frank Clevenger),Keith Ablow,St. Martin's Paperbacks,,Compulsion (Frank Clevenger) Keith Ablow St. Martin's Paperbacks 
812568729,Silent Children,Ramsey Campbell,Tor Books,,Silent Children Ramsey Campbell Tor Books 
553582941,Sole Survivor,DEAN KOONTZ,Bantam,,Sole Survivor DEAN KOONTZ Bantam 
425181928,Century of Great Suspense Stories,Jeff Deaver,Prime Crime,,Century of Great Suspense Stories Jeff Deaver Prime Crime 
671744690,MAMA'S BOY,Daniel King,Atria,,MAMA'S BOY Daniel King Atria 
446519537,Superstitious,R. L. Stine,Warner Books,,Superstitious R. L. Stine Warner Books 
553578243,A Darker Place,Laurie R. King,Bantam Books,,A Darker Place Laurie R. King Bantam Books 
743412664,Fifth Born : A Novel,Zelda Lockhart,Washington Square Press,,Fifth Born : A Novel Zelda Lockhart Washington Square Press 
380820498,Wednesday's Child,Peter Robinson,Avon,,Wednesday's Child Peter Robinson Avon 
1587670127,Once upon a Halloween,Richard Laymon,Cemetery Dance Publications,,Once upon a Halloween Richard Laymon Cemetery Dance Publications 
1587670348,Friday Night in Beast House,Richard Laymon,Cemetery Dance Publications,,Friday Night in Beast House Richard Laymon Cemetery Dance Publications 
373834365,Last Two Bachelors,Debbie Macomber,Harlequin,,Last Two Bachelors Debbie Macomber Harlequin 
743219341,Baby Catcher: Chronicles of a Modern Midwife,Peggy Vincent,Scribner,,Baby Catcher: Chronicles of a Modern Midwife Peggy Vincent Scribner 
553123904,The Guardian,Jeffrey Konvitz,Bantam Books,,The Guardian Jeffrey Konvitz Bantam Books 
031213150X,The Quake,Richard Laymon,St Martins Pr,,The Quake Richard Laymon St Martins Pr 
345396065,Sleepers,Lorenzo Carcaterra,Ballantine Books,,Sleepers Lorenzo Carcaterra Ballantine Books 
881848581,Best New Horror 3,Stephen Jones,Pub Group West,,Best New Horror 3 Stephen Jones Pub Group West 
055308920X,Self-Defense,Jonathan Kellerman,Bantam Dell Pub Group,,Self-Defense Jonathan Kellerman Bantam Dell Pub Group 
553074741,Shadows,John Saul,Bantam Dell Pub Group,,Shadows John Saul Bantam Dell Pub Group 
553100335,Vertical Run,Joseph R. Garber,Bantam Books,,Vertical Run Joseph R. Garber Bantam Books 
671743066,GONE SOUTH,Robert R. McCammon,Atria,,GONE SOUTH Robert R. McCammon Atria 
671521705,GUMP &amp; CO,Winston Groom,Atria,,GUMP &amp; CO Winston Groom Atria 
679419853,A Simple Plan,Scott Smith,Random House Inc,,A Simple Plan Scott Smith Random House Inc 
031205811X,Adams V. Texas,Randall Dale Adams,St Martins Pr,,Adams V. Texas Randall Dale Adams St Martins Pr 
067940211X,Primal Fear,William Diehl,Random House Inc,,Primal Fear William Diehl Random House Inc 
891076182,Prophet,Frank E. Peretti,Crossway Books,,Prophet Frank E. Peretti Crossway Books 
553089196,Bad Love,Jonathan Kellerman,Bantam Dell Pub Group,,Bad Love Jonathan Kellerman Bantam Dell Pub Group 
688088686,Tell Me No Secrets,Joy Fielding,Harpercollins,,Tell Me No Secrets Joy Fielding Harpercollins 
067942525X,Intensity,DEAN KOONTZ,Knopf,,Intensity DEAN KOONTZ Knopf 
312968078,Tonight You're Mine,Carlene Thompson,St. Martin's Press,,Tonight You're Mine Carlene Thompson St. Martin's Press 
067100042X,Silent Night : A Christmas Suspense Story,Mary Higgins Clark,Pocket,,Silent Night : A Christmas Suspense Story Mary Higgins Clark Pocket 
553291009,Someone's Watching,Judith Kelman,Bantam,,Someone's Watching Judith Kelman Bantam 
525939571,My Soul to Keep,Judith Hawkes,Penguin USA,,My Soul to Keep Judith Hawkes Penguin USA 
786710829,The Snowman's Children,Glen Hirshberg,Carroll &amp; Graf Publishers,,The Snowman's Children Glen Hirshberg Carroll &amp; Graf Publishers 
525940456,Zombie,Joyce Carol Oates,Penguin USA,,Zombie Joyce Carol Oates Penguin USA 
802139280,An Honorable Profession,John L'Heureux,Grove Press,,An Honorable Profession John L'Heureux Grove Press 
743446259,Whispers and Lies : A Novel,Joy Fielding,Atria Books,,Whispers and Lies : A Novel Joy Fielding Atria Books 
451207874,When You Go Away (Nal Accent Novels),Jessica Barksdale Inclan,New American Library,,When You Go Away (Nal Accent Novels) Jessica Barksdale Inclan New American Library 
446531510,Land of the Living,Nicci French,Warner Books,,Land of the Living Nicci French Warner Books 
006000133X,The Creek,Jennifer L. Holm,HarperCollins,,The Creek Jennifer L. Holm HarperCollins 
60286881,Nightmare Hour: Time for Terror,R.L. Stine,HarperCollins,,Nightmare Hour: Time for Terror R.L. Stine HarperCollins 
60531061,"The Tattooed Girl : A Novel (Oates, Joyce Carol)",Joyce Carol Oates,Ecco,,"The Tattooed Girl : A Novel (Oates, Joyce Carol) Joyce Carol Oates Ecco "
385299087,Heartbeat,Danielle Steel,Delacorte Press,,Heartbeat Danielle Steel Delacorte Press 
425140032,Dragon Tears,Dean R. Koontz,Berkley Publishing Group,,Dragon Tears Dean R. Koontz Berkley Publishing Group 
684829924,DREAM BOY: A Novel,Jim Grimsley,Touchstone,,DREAM BOY: A Novel Jim Grimsley Touchstone 
60196572,Girls of Summer: The U.s Womens Soccer Team and How They Changed the World,Jere Longman,HarperCollins Publishers,,Girls of Summer: The U.s Womens Soccer Team and How They Changed the World Jere Longman HarperCollins Publishers 
451202821,Her Daughter's Eyes,Jessica Barksdale Inclan,New American Library,,Her Daughter's Eyes Jessica Barksdale Inclan New American Library 
055327998X,The Book of the Dead,John Skipp,Bantam Books,,The Book of the Dead John Skipp Bantam Books 
068815333X,Prayers for Rain,Dennis Lehane,William Morrow &amp; Company,,Prayers for Rain Dennis Lehane William Morrow &amp; Company 
345422783,How Reading Changed My Life (Library of Contemporary Thought),Anna Quindlen,Ballantine Books,,How Reading Changed My Life (Library of Contemporary Thought) Anna Quindlen Ballantine Books 
385497369,Midnight Sun,Elwood Reid,Doubleday Books,,Midnight Sun Elwood Reid Doubleday Books 
345383826,Saints: The Chosen Few,Manuela Dunn-Mascetti,Pub Overstock Unlimited Inc,,Saints: The Chosen Few Manuela Dunn-Mascetti Pub Overstock Unlimited Inc 
1879402297,The Qur'an Translation,Abdullah Yusuf Ali,Tahrike Tarsile Qur'an,,The Qur'an Translation Abdullah Yusuf Ali Tahrike Tarsile Qur'an 
553213520,Idiot (Bantam Classic),Fyodor Dostoevsky,Bantam Books,,Idiot (Bantam Classic) Fyodor Dostoevsky Bantam Books 
62509586,Essential Rumi,Coleman Barks,HarperSanFrancisco,,Essential Rumi Coleman Barks HarperSanFrancisco 
1855013592,The Sonnets: An Illustrated Edition,William Shakespeare,Book Sales,,The Sonnets: An Illustrated Edition William Shakespeare Book Sales 
151006261,Under the Skin,Michel Faber,Harcourt,,Under the Skin Michel Faber Harcourt 
345350685,The Autobiography of Malcolm X,Malcolm X,Ballantine Books,,The Autobiography of Malcolm X Malcolm X Ballantine Books 
20631502,The MacMillan Book of Organic Gardening,Marie-Luise Kreuter,MacMillan Publishing Company.,,The MacMillan Book of Organic Gardening Marie-Luise Kreuter MacMillan Publishing Company. 
441644856,Out of the Times Abyss,Edgar Rice Burroughs,Ace Books,,Out of the Times Abyss Edgar Rice Burroughs Ace Books 
440234859,Losing Julia,Jonathan Hull,Island,,Losing Julia Jonathan Hull Island 
441468721,The Lad and the Lion,Edgar R. Burroughs,Ace Books,,The Lad and the Lion Edgar R. Burroughs Ace Books 
345374053,Moon Maid,Edgar Rice Burroughs,Del Rey Books,,Moon Maid Edgar Rice Burroughs Del Rey Books 
345427998,Eye of the Beholder,Marc Behm,Ballantine Books,,Eye of the Beholder Marc Behm Ballantine Books 
451451538,Vampire$,John Steakley,Roc,,Vampire$ John Steakley Roc 
446608483,The Pledge,Rob Kean,Warner Books,,The Pledge Rob Kean Warner Books 
553024248,The great train robbery,Michael Crichton,Bantam Books,,The great train robbery Michael Crichton Bantam Books 
043938074X,"Dare to Draw in 3-D: Crazy Characters (Dare to Draw, 3)",Mark Kistler,Scholastic Paperbacks,,"Dare to Draw in 3-D: Crazy Characters (Dare to Draw, 3) Mark Kistler Scholastic Paperbacks "
043937989X,"Dare to Draw in 3-D Cartoon Critters: Cartoon Critters (Dare to Draw in 3-D, 2)",Mark Kistler,Scholastic Paperbacks,,"Dare to Draw in 3-D Cartoon Critters: Cartoon Critters (Dare to Draw in 3-D, 2) Mark Kistler Scholastic Paperbacks "
684833727,Drawing in 3-D,Mark Kistler,Fireside,,Drawing in 3-D Mark Kistler Fireside 
823026906,Kids Draw Anime (Kids Draw Series),Christopher Hart,Watson-Guptill Publications,,Kids Draw Anime (Kids Draw Series) Christopher Hart Watson-Guptill Publications 
590603795,The Berenstain Bear Scouts in Giant Bat Cave (Berenstain Bear Scouts (Paperback)),Stan Berenstain,Scholastic,,The Berenstain Bear Scouts in Giant Bat Cave (Berenstain Bear Scouts (Paperback)) Stan Berenstain Scholastic 
195283910,The Catholic Study Bible: The New American Bible,Donald Senior,Oxford University Press,,The Catholic Study Bible: The New American Bible Donald Senior Oxford University Press 
055305614X,"Mickey's Birthday Surprise (Mickey's Young Readers Club, 1)",Walt Disney,Bantam,,"Mickey's Birthday Surprise (Mickey's Young Readers Club, 1) Walt Disney Bantam "
879733438,Before You Were Born (An Osv Read-Along Book),Joan Lowery Nixon,Our Sunday Visitor,,Before You Were Born (An Osv Read-Along Book) Joan Lowery Nixon Our Sunday Visitor 
590437747,Mary Had a Little Lamb (Blue Ribbon),Sarah Josepha Hale,Scholastic,,Mary Had a Little Lamb (Blue Ribbon) Sarah Josepha Hale Scholastic 
60097825,Zoya's Story: An Afghan Woman's Struggle for Freedom,John Follain,William Morrow,,Zoya's Story: An Afghan Woman's Struggle for Freedom John Follain William Morrow 
014017799X,Meditations for Cats Who Do Too Much,Michael Cader,Penguin Books,,Meditations for Cats Who Do Too Much Michael Cader Penguin Books 
1553373405,ABC of Canada,Kim Bellefontaine,Kids Can Press,,ABC of Canada Kim Bellefontaine Kids Can Press 
689831935,Manneken Pis : A Simple Story of a Boy Who Peed on a War,Vladimir Radunsky,Atheneum/Anne Schwartz Books,,Manneken Pis : A Simple Story of a Boy Who Peed on a War Vladimir Radunsky Atheneum/Anne Schwartz Books 
375802975,"Knights And Castles (Magic Tree House Research Guide, paper)",WILL AND MA OSBORNE,Random House Books for Young Readers,,"Knights And Castles (Magic Tree House Research Guide, paper) WILL AND MA OSBORNE Random House Books for Young Readers "
395440904,The Boy of the Three-Year Nap,Dianne Snyder,Houghton Mifflin/Walter Lorraine Books,,The Boy of the Three-Year Nap Dianne Snyder Houghton Mifflin/Walter Lorraine Books 
394805666,The Berenstain Bears Get the Gimmies (First Time Books),Stan Berenstain,Random House Children's Books,,The Berenstain Bears Get the Gimmies (First Time Books) Stan Berenstain Random House Children's Books 
689823215,Roanoke: The Lost Colony--An Unsolved Mystery from History,Jane Yolen,Simon &amp; Schuster Children's Publishing,,Roanoke: The Lost Colony--An Unsolved Mystery from History Jane Yolen Simon &amp; Schuster Children's Publishing 
439625602,Harry Potter and the Prisoner of Azkaban Color and Activity Book (Harry Potter),Scholastic,Scholastic,,Harry Potter and the Prisoner of Azkaban Color and Activity Book (Harry Potter) Scholastic Scholastic 
689831781,Maxwell's Magic Mix-Up,Linda Ashman,Simon &amp; Schuster Children's Publishing,,Maxwell's Magic Mix-Up Linda Ashman Simon &amp; Schuster Children's Publishing 
696209063,"Hey, Kids!: Come Craft With Me",Mary Engelbreit,Meredith Books,,"Hey, Kids!: Come Craft With Me Mary Engelbreit Meredith Books "
345335082,Dragonquest (Dragonquest),Anne McCaffrey,Del Rey Books,,Dragonquest (Dragonquest) Anne McCaffrey Del Rey Books 
399146857,Bonesetter's Daughter,Amy Tan,Putnam Publishing Group,,Bonesetter's Daughter Amy Tan Putnam Publishing Group 
590672975,M C Higgins the Great,Virginia Hamilton,Scholastic Inc,,M C Higgins the Great Virginia Hamilton Scholastic Inc 
553370227,The Warrior Maiden: A Hopi Legend (Bank Street Ready-to-Read Level 3),Ellen Schecter,Bank Street Press,,The Warrior Maiden: A Hopi Legend (Bank Street Ready-to-Read Level 3) Ellen Schecter Bank Street Press 
789429624,DK Readers: Beastly Tales (Level 3: Reading Alone),Malcolm Yorke,Dorling Kindersley Publishing,,DK Readers: Beastly Tales (Level 3: Reading Alone) Malcolm Yorke Dorling Kindersley Publishing 
894809938,My World &amp; Globe: With Inflatable Globe and over 100 Stickers,Ira Wolfman,Workman Publishing,,My World &amp; Globe: With Inflatable Globe and over 100 Stickers Ira Wolfman Workman Publishing 
590403729,If You Lived at the Time of the Great San Francisco Earthquake,Ellen Levine,Scholastic,,If You Lived at the Time of the Great San Francisco Earthquake Ellen Levine Scholastic 
64400484,Trumpet of the Swan,E. B. White,HarperCollins Publishers,,Trumpet of the Swan E. B. White HarperCollins Publishers 
64441075,Sam the Minuteman (I Can Read Book 3),Nathaniel Benchley,HarperTrophy,,Sam the Minuteman (I Can Read Book 3) Nathaniel Benchley HarperTrophy 
055325605X,Belles on Their Toes,FRANK B. GILBRETH,Bantam,,Belles on Their Toes FRANK B. GILBRETH Bantam 
440228956,The Headless Cupid (Yearling Books (Paperback)),Zilpha Keatley Snyder,Yearling Books,,The Headless Cupid (Yearling Books (Paperback)) Zilpha Keatley Snyder Yearling Books 
452264030,Teaching Montessori in the Home: The School Years,Elizabeth G. Hainstock,Plume Books,,Teaching Montessori in the Home: The School Years Elizabeth G. Hainstock Plume Books 
156138190X,Further Five-Minute Mysteries,Ken Weber,Running Press Book Publishers,,Further Five-Minute Mysteries Ken Weber Running Press Book Publishers 
842359249,The Strong-Willed Child: Birth Through Adolescence,James C. Dobson,Living Books,,The Strong-Willed Child: Birth Through Adolescence James C. Dobson Living Books 
448095122,"The Message in the Hollow Oak (Nancy Drew Mystery Stories, No 12)",Carolyn Keene,Grosset &amp; Dunlap,,"The Message in the Hollow Oak (Nancy Drew Mystery Stories, No 12) Carolyn Keene Grosset &amp; Dunlap "
448095106,"Password to Larkspur Lane (Nancy Drew Mystery Stories, No 10)",Carolyn Keene,Grosset &amp; Dunlap,,"Password to Larkspur Lane (Nancy Drew Mystery Stories, No 10) Carolyn Keene Grosset &amp; Dunlap "
440417945,Dear Mr. Henshaw,Beverly Cleary,Yearling Books,,Dear Mr. Henshaw Beverly Cleary Yearling Books 
394800028,The Cat in the Hat Comes Back (I Can Read It All by Myself Beginner Books),Dr. Seuss,Random House Books for Young Readers,,The Cat in the Hat Comes Back (I Can Read It All by Myself Beginner Books) Dr. Seuss Random House Books for Young Readers 
312491670,My Picture Atlas : Essential Facts About Every Country in the World (Smart Kids),Roger Priddy,Priddy Books,,My Picture Atlas : Essential Facts About Every Country in the World (Smart Kids) Roger Priddy Priddy Books 
1579121489,"Story of the Orchestra : Listen While You Learn About the Instruments, the Music and the Composers Who Wrote the Music!",Robert Levine,Black Dog &amp; Leventhal Pub,,"Story of the Orchestra : Listen While You Learn About the Instruments, the Music and the Composers Who Wrote the Music! Robert Levine Black Dog &amp; Leventhal Pub "
816713170,Charley Skedaddle,Patricia Beatty,Troll Communications,,Charley Skedaddle Patricia Beatty Troll Communications 
64462080,Red Scarf Girl : A Memoir of the Cultural Revolution,Ji-li Jiang,HarperTrophy,,Red Scarf Girl : A Memoir of the Cultural Revolution Ji-li Jiang HarperTrophy 
767915445,Andrea Immer's 2004 Wine Buying Guide for Everyone,ANDREA IMMER,Broadway,,Andrea Immer's 2004 Wine Buying Guide for Everyone ANDREA IMMER Broadway 
1931484198,Ruse v. 1: Enter the Detective,Mark Waid,Cross Generation Comics,,Ruse v. 1: Enter the Detective Mark Waid Cross Generation Comics 
140469710,"The Read-Aloud Handbook (Read Aloud Handbook, 4th ed)",Jim Trelease,Penguin Books,,"The Read-Aloud Handbook (Read Aloud Handbook, 4th ed) Jim Trelease Penguin Books "
940319004,Home Start in Reading,Ruth Beechick,Arrow Press,,Home Start in Reading Ruth Beechick Arrow Press 
698119487,"On My Way (De Paola, Tomie. 26 Fairmount Avenue Book.)",Tomie De Paola,Putnam Publishing Group,,"On My Way (De Paola, Tomie. 26 Fairmount Avenue Book.) Tomie De Paola Putnam Publishing Group "
399234969,Here We All Are (A 26 Fairmount Avenue Book),Tomie dePaola,Putnam Publishing Group,,Here We All Are (A 26 Fairmount Avenue Book) Tomie dePaola Putnam Publishing Group 
039923246X,26 Fairmount Avenue,Tomie dePaola,G. P. Putnam's Sons,,26 Fairmount Avenue Tomie dePaola G. P. Putnam's Sons 
60284773,Zlateh the Goat and Other Stories (Sendak Reissues),Isaac Bashevis Singer,Michael Di Capua,,Zlateh the Goat and Other Stories (Sendak Reissues) Isaac Bashevis Singer Michael Di Capua 
689844077,A Little Princess (Aladdin Classics),Frances Hodgson Burnett,Aladdin,,A Little Princess (Aladdin Classics) Frances Hodgson Burnett Aladdin 
60278226,"Our Only May Amelia (Newbery Honor Book, 2000)",Jennifer L. Holm,HarperCollins,,"Our Only May Amelia (Newbery Honor Book, 2000) Jennifer L. Holm HarperCollins "
689831285,Just Ella,Margaret Peterson Haddix,Aladdin,,Just Ella Margaret Peterson Haddix Aladdin 
590386336,The Library Card (Apple Signature Edition),Jerry Spinelli,Scholastic,,The Library Card (Apple Signature Edition) Jerry Spinelli Scholastic 
786817577,Bill Nye the Science Guy's Big Blue Ocean (Bill Nye the Science Guy),Ian G. Saunders,Hyperion Books for Children,,Bill Nye the Science Guy's Big Blue Ocean (Bill Nye the Science Guy) Ian G. Saunders Hyperion Books for Children 
